2025-12-30T06:24:38.899485506Z [inf]  100.64.0.5:32518 - "GET /api/agents/bbeda238-e8d9-4d8c-b93b-1b7694581adb/kb HTTP/1.1" 200
2025-12-30T06:26:59.991753222Z [err]  2025-12-30 06:26:59,974 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:59.991759877Z [err]  2025-12-30 06:26:59,975 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:00.489868301Z [err]  2025-12-30 06:27:00,487 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:00.489875128Z [err]  2025-12-30 06:27:00,487 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:00.489881938Z [err]  2025-12-30 06:27:00,488 - dead_air_monitor - INFO - 🔍 MONITOR: agent_speaking=True, user_speaking=False, silence=0.0s, checkin_count=2/2
2025-12-30T06:27:01.035789678Z [err]  2025-12-30 06:27:01,000 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:01.035795254Z [err]  2025-12-30 06:27:01,000 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:01.515909770Z [err]  2025-12-30 06:27:01,512 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:01.515915920Z [err]  2025-12-30 06:27:01,512 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:02.025430865Z [err]  2025-12-30 06:27:02,024 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:02.025439925Z [err]  2025-12-30 06:27:02,024 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:02.537493351Z [err]  2025-12-30 06:27:02,535 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:02.537505766Z [err]  2025-12-30 06:27:02,535 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:03.062425031Z [err]  2025-12-30 06:27:03,047 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:03.062430107Z [err]  2025-12-30 06:27:03,047 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:03.559963582Z [err]  2025-12-30 06:27:03,558 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:03.559973855Z [err]  2025-12-30 06:27:03,558 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:04.351263099Z [err]  2025-12-30 06:27:04,069 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:04.351284174Z [err]  2025-12-30 06:27:04,069 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:04.599128500Z [err]  2025-12-30 06:27:04,582 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:04.599132185Z [err]  2025-12-30 06:27:04,582 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:27:05.009593288Z [err]  2025-12-30 06:27:05,005 - server - INFO - 🎤 Soniox receiver alive - 1 messages received in last 10s
2025-12-30T06:27:05.009603549Z [err]  2025-12-30 06:27:05,005 - server - ERROR - ❌ Soniox error: {'tokens': [], 'final_audio_proc_ms': 6840, 'total_audio_proc_ms': 12240, 'error_code': 408, 'error_message': 'Request timeout.'}
2025-12-30T06:27:05.009611684Z [err]  2025-12-30 06:27:05,005 - server - INFO - ✅ Soniox receive loop ended normally
2025-12-30T06:27:05.009619249Z [err]  2025-12-30 06:27:05,005 - dead_air_monitor - INFO - 🔇 Dead air monitoring cancelled for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:27:05.009626685Z [err]  2025-12-30 06:27:05,005 - dead_air_monitor - INFO - 🔇 Dead air monitoring stopped for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:27:05.009636538Z [err]  2025-12-30 06:27:05,005 - server - INFO - 🔇 Dead air monitoring task cancelled
2025-12-30T06:27:07.009577484Z [err]  2025-12-30 06:27:07,007 - soniox_service - ERROR - ❌ Error closing Soniox session: received 1000 (OK); then sent 1000 (OK)
2025-12-30T06:27:07.009583595Z [err]  2025-12-30 06:27:07,007 - server - INFO - 🔌 Telnyx WebSocket disconnected
2025-12-30T06:27:37.034234826Z [inf]  100.64.0.2:31330 - "PUT /api/agents/bbeda238-e8d9-4d8c-b93b-1b7694581adb/flow HTTP/1.1" 200
2025-12-30T06:27:39.686512919Z [inf]  100.64.0.4:28448 - "GET /api/agents HTTP/1.1" 200
2025-12-30T06:27:59.556316403Z [err]  2025-12-30 06:27:52,949 - server - INFO - 📝 Created call log: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.556318396Z [err]  2025-12-30 06:27:52,146 - server - INFO - 🌐 Created WebSocket stream URL: wss://api.li-ai.org/api/telnyx/audio-stream
2025-12-30T06:27:59.556331449Z [err]  2025-12-30 06:27:52,950 - server - INFO - 🔍 DEBUG Call Initiated Webhook (UI Trigger): url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2025-12-30T06:27:59.556333499Z [err]  2025-12-30 06:27:52,233 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:27:59.556343111Z [err]  2025-12-30 06:27:52,950 - server - INFO - 🔍 DEBUG Agent Settings Webhook Context: {'temperature': 0.2, 'max_tokens': 500, 'tts_speed': 1, 'llm_provider': 'grok', 'tts_provider': 'elevenlabs', 'stt_provider': 'soniox', 'enable_comfort_noise': True, 'dead_air_settings': {'silence_timeout_normal': 7, 'silence_timeout_hold_on': 25, 'max_checkins_before_disconnect': 2, 'max_call_duration': 1500, 'checkin_message': 'Are you still there?'}, 'voicemail_detection': {'enabled': True, 'use_telnyx_amd': True, 'telnyx_amd_mode': 'premium', 'use_llm_detection': True, 'disconnect_on_detection': True}, 'deepgram_settings': {'endpointing': 500, 'vad_turnoff': 250, 'utterance_end_ms': 1000, 'interim_results': True, 'smart_format': True}, 'elevenlabs_settings': {'voice_id': 'J5iaaqzR5zn6HFG4jV3b', 'model': 'eleven_turbo_v2_5', 'stability': 0.6, 'similarity_boost': 0.65, 'style': 0.2, 'speed': 1.1, 'use_speaker_boost': True, 'enable_normalization': True, 'enable_ssml_parsing': True}, 'hume_settings': {'voice_name': 'e7af7ed6-3381-48aa-ab97-49485007470b', 'description': 'warm and friendly', 'speed': 1}, 'sesame_settings': {'speaker_id': 0, 'output_format': 'wav'}, 'melo_settings': {'voice': 'EN-US', 'speed': 1.2, 'clone_wav': None}, 'dia_settings': {'voice': 'S1', 'speed': 1, 'response_format': 'wav'}, 'kokoro_settings': {'voice': 'af_bella', 'speed': 1, 'response_format': 'mp3'}, 'chattts_settings': {'voice': 'female_1', 'speed': 1, 'temperature': 0.3, 'response_format': 'wav'}, 'assemblyai_settings': {'sample_rate': 8000, 'word_boost': [], 'enable_extra_session_information': True, 'disable_partial_transcripts': False, 'threshold': 0, 'end_of_turn_confidence_threshold': 0.8, 'min_end_of_turn_silence_when_confident': 500, 'max_turn_silence': 2000}, 'soniox_settings': {'model': 'stt-rt-v3', 'sample_rate': 8000, 'audio_format': 'mulaw', 'num_channels': 1, 'enable_endpoint_detection': True, 'enable_speaker_diarization': False, 'language_hints': ['en'], 'context': ''}, 'post_call_webhook_url': 'https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', 'post_call_webhook_active': True, 'call_started_webhook_url': 'https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', 'call_started_webhook_active': True}
2025-12-30T06:27:59.556482840Z [err]  2025-12-30 06:27:52,321 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:27:59.556499978Z [err]  2025-12-30 06:27:52,340 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2025-12-30T06:27:59.556509894Z [err]  2025-12-30 06:27:52,340 - telnyx_service - INFO - 📞 Initiating outbound call from +14048000152 to +17708336397
2025-12-30T06:27:59.556518972Z [err]  2025-12-30 06:27:52,340 - telnyx_service - INFO - 🤖 Enabling AMD (premium mode)
2025-12-30T06:27:59.556527256Z [err]  2025-12-30 06:27:52,340 - telnyx_service - INFO - 🌐 Adding streaming parameters: wss://api.li-ai.org/api/telnyx/audio-stream
2025-12-30T06:27:59.556536970Z [err]  2025-12-30 06:27:52,850 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls "HTTP/1.1 200 OK"
2025-12-30T06:27:59.556545186Z [err]  2025-12-30 06:27:52,851 - telnyx_service - INFO - ✅ Call initiated: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.557920119Z [err]  2025-12-30 06:27:52,950 - server - INFO - 🔍 DEBUG Call Initiated Webhook: url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2025-12-30T06:27:59.557928641Z [err]  2025-12-30 06:27:52,950 - server - INFO - 📤 Sending call-initiated webhook to: https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b
2025-12-30T06:27:59.557935716Z [err]  2025-12-30 06:27:52,986 - redis_service - INFO - 📦 Stored call data in Redis: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g (TTL: 3600s)
2025-12-30T06:27:59.557943849Z [err]  2025-12-30 06:27:52,986 - server - INFO - 📦 Call data stored in Redis and memory
2025-12-30T06:27:59.557950561Z [err]  2025-12-30 06:27:52,986 - server - INFO - 📞 Outbound call initiated: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.557958104Z [inf]  100.64.0.16:23406 - "POST /api/telnyx/call/outbound HTTP/1.1" 200
2025-12-30T06:27:59.557965433Z [err]  2025-12-30 06:27:53,112 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:27:59.557974433Z [err]  2025-12-30 06:27:53,112 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.initiated', 'id': '03eeb76b-b8bf-4946-ad21-7b1902c93d97', 'occurred_at': '2025-12-30T06:27:52.738811Z', 'payload': {'call_control_id': 'v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g', 'call_leg_id': 'ab7aeb8c-e548-11f0-ac8b-02420aef971f', 'call_session_id': 'ab78b592-e548-11f0-b2ce-02420aef971f', 'client_state': None, 'connection_id': '2777245537294877821', 'direction': 'outgoing', 'from': '+14048000152', 'state': 'bridging', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:27:59.557981541Z [err]  2025-12-30 06:27:53,112 - server - INFO - 🎯 Event type: call.initiated, Call ID: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.559778960Z [err]  2025-12-30 06:27:53,112 - server - INFO - 📨 ================================================
2025-12-30T06:27:59.559790701Z [err]  2025-12-30 06:27:53,112 - server - INFO - 📞 Call initiated - Direction: outgoing, From: +14048000152, To: +17708336397
2025-12-30T06:27:59.559801063Z [inf]  100.64.0.12:32768 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:27:59.559809686Z [err]  2025-12-30 06:27:53,172 - server - INFO - 🔌🔌🔌 WEBSOCKET CONNECTION ATTEMPT
2025-12-30T06:27:59.559818518Z [err]  2025-12-30 06:27:53,172 - server - INFO -    Client: Address(host='100.64.0.14', port=10962)
2025-12-30T06:27:59.559828164Z [err]  2025-12-30 06:27:53,172 - server - INFO -    Headers: {'host': 'api.li-ai.org', 'user-agent': 'telnyx-websocket', 'connection': 'Upgrade', 'sec-websocket-key': 'hjhw2tKrOdZgQjjGAWZS6w==', 'sec-websocket-version': '13', 'upgrade': 'websocket', 'x-forwarded-for': '192.76.120.151', 'x-forwarded-host': 'api.li-ai.org', 'x-forwarded-proto': 'https', 'x-railway-edge': 'railway/us-west2', 'x-railway-request-id': 'eUGA9xCCRAqTlBWW9I3ezw', 'x-real-ip': '192.76.120.151', 'x-request-start': '1767076072943', 'accept-encoding': 'gzip'}
2025-12-30T06:27:59.559836296Z [err]  2025-12-30 06:27:53,172 - server - INFO -    Path: /api/telnyx/audio-stream
2025-12-30T06:27:59.559843614Z [err]  2025-12-30 06:27:53,172 - server - INFO - 🔌 Incoming Telnyx WebSocket connection
2025-12-30T06:27:59.559849981Z [err]  [2025-12-30 06:27:53 +0000] [3] [INFO] ('100.64.0.14', 10962) - "WebSocket /api/telnyx/audio-stream" [accepted]
2025-12-30T06:27:59.559857664Z [err]  2025-12-30 06:27:53,172 - server - INFO - ✅ WebSocket accepted, waiting for Telnyx events
2025-12-30T06:27:59.559865541Z [err]  [2025-12-30 06:27:53 +0000] [3] [INFO] connection open
2025-12-30T06:27:59.559881529Z [err]  2025-12-30 06:27:53,328 - server - INFO - 📬 Received Telnyx event: connected
2025-12-30T06:27:59.559892096Z [err]  2025-12-30 06:27:53,328 - server - INFO - 📞 Telnyx connected event received, waiting for 'start'...
2025-12-30T06:27:59.561090854Z [err]  2025-12-30 06:27:53,419 - httpx - INFO - HTTP Request: POST https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b "HTTP/1.1 200 OK"
2025-12-30T06:27:59.561099879Z [err]  2025-12-30 06:27:53,419 - server - INFO - ✅ Call-initiated webhook sent successfully (status=200)
2025-12-30T06:27:59.561106744Z [err]  2025-12-30 06:27:58,294 - server - INFO - 📬 Received Telnyx event: start
2025-12-30T06:27:59.561113520Z [err]  2025-12-30 06:27:58,294 - server - INFO - 🎬 Stream started for call: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.561119722Z [err]  2025-12-30 06:27:58,321 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.561126174Z [err]  2025-12-30 06:27:58,322 - server - INFO - ✅ Call data found after 0s wait
2025-12-30T06:27:59.561132182Z [err]  2025-12-30 06:27:58,322 - server - INFO - ⏳ Session not found locally, waiting briefly for webhook...
2025-12-30T06:27:59.561139030Z [err]  2025-12-30 06:27:58,470 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:27:59.561144698Z [err]  2025-12-30 06:27:58,470 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.answered', 'id': '74125268-79e1-4141-92ae-b221255d2cd2', 'occurred_at': '2025-12-30T06:27:58.158811Z', 'payload': {'call_control_id': 'v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g', 'call_leg_id': 'ab7aeb8c-e548-11f0-ac8b-02420aef971f', 'call_session_id': 'ab78b592-e548-11f0-b2ce-02420aef971f', 'client_state': None, 'codec': 'PCMU', 'connection_id': '2777245537294877821', 'from': '+14048000152', 'sampling_rate': 8000, 'start_time': '2025-12-30T06:27:52.738811Z', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:27:59.561150741Z [err]  2025-12-30 06:27:58,470 - server - INFO - 🎯 Event type: call.answered, Call ID: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.562262634Z [err]  2025-12-30 06:27:58,470 - server - INFO - 📨 ================================================
2025-12-30T06:27:59.562273249Z [err]  2025-12-30 06:27:58,470 - server - INFO - ✅ Call answered: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.562291155Z [err]  2025-12-30 06:27:58,477 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.562304609Z [err]  2025-12-30 06:27:58,480 - server - INFO - ✅ Found call in Redis (multi-worker state sharing working)
2025-12-30T06:27:59.562310632Z [err]  2025-12-30 06:27:58,480 - server - INFO - 📞 Phone numbers added to session: from=+14048000152, to=+17708336397
2025-12-30T06:27:59.562319199Z [err]  2025-12-30 06:27:58,574 - server - INFO - ✅ Call log updated
2025-12-30T06:27:59.562327151Z [err]  2025-12-30 06:27:58,574 - server - INFO - 🔍 DEBUG Webhook: url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2025-12-30T06:27:59.562335755Z [err]  2025-12-30 06:27:58,574 - server - INFO - 📤 Sending call-started webhook to: https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b
2025-12-30T06:27:59.562344566Z [err]  2025-12-30 06:27:58,574 - server - INFO - 🔧 Getting Telnyx API keys for user: dcafa642-6136-4096-b77d-a4cb99a62651
2025-12-30T06:27:59.562353025Z [err]  2025-12-30 06:27:58,661 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:27:59.562358865Z [err]  2025-12-30 06:27:58,749 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:27:59.562364752Z [err]  2025-12-30 06:27:58,749 - server - INFO - 🔧 Creating Telnyx service with user's keys...
2025-12-30T06:27:59.562373448Z [err]  2025-12-30 06:27:58,752 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:27:59.562379459Z [err]  2025-12-30 06:27:58,752 - server - INFO - 📨 Full payload: {'data': {'event_type': 'streaming.started', 'id': 'c099058f-8843-45a8-bc35-63b42f92b86c', 'occurred_at': '2025-12-30T06:27:58.458811Z', 'payload': {'call_control_id': 'v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g', 'call_leg_id': 'ab7aeb8c-e548-11f0-ac8b-02420aef971f', 'call_session_id': 'ab78b592-e548-11f0-b2ce-02420aef971f', 'client_state': None, 'connection_id': '2777245537294877821', 'stream_id': '8dd28949-3165-42e9-a980-ca7a9d26d7a0', 'stream_params': {'stream_track': 'inbound', 'stream_url': 'wss://api.li-ai.org/api/telnyx/audio-stream'}, 'stream_type': 'websocket'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:27:59.563547795Z [err]  2025-12-30 06:27:58,830 - core_calling_service - INFO - 🔍 Checking KB for agent bbeda238-e8d9-4d8c-b93b-1b7694581adb...
2025-12-30T06:27:59.563557473Z [err]  2025-12-30 06:27:58,752 - server - INFO - 🎯 Event type: streaming.started, Call ID: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:27:59.563560045Z [err]  2025-12-30 06:27:58,918 - core_calling_service - INFO - 🔍 KB count query completed: 4 items
