2026-01-06T22:03:19.072044296Z [inf]  🔍 Python path: /app/backend
2026-01-06T22:07:05.197695977Z [err]  2026-01-06 22:07:05,196 - core_calling_service - INFO - 🔍 Checking KB for agent bbeda238-e8d9-4d8c-b93b-1b7694581adb...
2026-01-06T22:07:05.289109177Z [err]  2026-01-06 22:07:05,278 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2026-01-06T22:07:05.289116511Z [err]  2026-01-06 22:07:05,279 - server - INFO - 📨 Full payload: {'data': {'event_type': 'streaming.started', 'id': '75662088-5bfc-4637-ab62-0a81ff37411e', 'occurred_at': '2026-01-06T22:07:04.858809Z', 'payload': {'call_control_id': 'v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q', 'call_leg_id': 'ffe5d2dc-eb4b-11f0-86fd-02420aef971f', 'call_session_id': 'ffe2f972-eb4b-11f0-ac4d-02420aef971f', 'client_state': None, 'connection_id': '2777245537294877821', 'stream_id': 'af1b407d-e3e5-4a78-9fbd-bd261d6a5813', 'stream_params': {'stream_track': 'inbound', 'stream_url': 'wss://api.li-ai.org/api/telnyx/audio-stream'}, 'stream_type': 'websocket'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2026-01-06T22:07:05.289125926Z [err]  2026-01-06 22:07:05,279 - server - INFO - 🎯 Event type: streaming.started, Call ID: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:05.289130558Z [err]  2026-01-06 22:07:05,279 - server - INFO - 📨 ================================================
2026-01-06T22:07:05.289137929Z [inf]  100.64.0.6:35970 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-06T22:07:06.108278357Z [err]  2026-01-06 22:07:05,786 - server - INFO - ✅ Call log updated
2026-01-06T22:07:06.108286149Z [err]  2026-01-06 22:07:05,787 - server - INFO - 🔍 DEBUG Webhook: url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2026-01-06T22:07:06.108292944Z [err]  2026-01-06 22:07:05,787 - server - INFO - 📤 Sending call-started webhook to: https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b
2026-01-06T22:07:06.108300316Z [err]  2026-01-06 22:07:05,787 - server - INFO - 🔧 Getting Telnyx API keys for user: dcafa642-6136-4096-b77d-a4cb99a62651
2026-01-06T22:07:06.108315663Z [err]  2026-01-06 22:07:05,832 - httpx - INFO - HTTP Request: POST https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b "HTTP/1.1 530 <none>"
2026-01-06T22:07:06.108318470Z [err]  2026-01-06 22:07:06,048 - core_calling_service - INFO - 📚 Agent bbeda238-e8d9-4d8c-b93b-1b7694581adb has 4 KB items - Smart routing enabled (RAG on demand)
2026-01-06T22:07:06.108324129Z [err]  2026-01-06 22:07:05,832 - server - WARNING - ⚠️ Call-started webhook returned status 530: <!doctype html>
2026-01-06T22:07:06.108326713Z [err]  2026-01-06 22:07:06,066 - core_calling_service - INFO - 📋 Built cached system prompt: 5065 chars (global) + 1402 chars (technical)
2026-01-06T22:07:06.108331907Z [err]  <!--[if lt IE 7]> <html class="no-js ie6 oldie" lang="en-US"> <![endif]-->
2026-01-06T22:07:06.108333934Z [err]  2026-01-06 22:07:06,067 - core_calling_service - INFO - 📚 KB available - will use smart routing (simple chat: NO KB, factual: WITH KB)
2026-01-06T22:07:06.108340608Z [err]  <!--[if IE 7]>    <html class="no-js ie7 oldie" lang="en-US"> <![endif]-->
2026-01-06T22:07:06.108340665Z [err]  2026-01-06 22:07:06,068 - core_calling_service - INFO - 🔥 Pre-warming LLM client (grok)...
2026-01-06T22:07:06.108352169Z [err]  <!--[if IE 8]>    <html class="no-
2026-01-06T22:07:06.108359013Z [err]  2026-01-06 22:07:05,876 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:07:06.108366603Z [err]  2026-01-06 22:07:05,963 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:07:06.108373387Z [err]  2026-01-06 22:07:05,963 - server - INFO - 🔧 Creating Telnyx service with user's keys...
2026-01-06T22:07:06.108380326Z [err]  2026-01-06 22:07:05,986 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2026-01-06T22:07:06.108387627Z [err]  2026-01-06 22:07:06,048 - core_calling_service - INFO - 🔍 KB count query completed: 4 items
2026-01-06T22:07:06.158491359Z [err]  2026-01-06 22:07:06,155 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:07:06.172625040Z [err]  2026-01-06 22:07:06,165 - core_calling_service - INFO - ✅ LLM client pre-warmed in 96ms
2026-01-06T22:07:06.172630207Z [err]  2026-01-06 22:07:06,165 - server - INFO - ✅ Session created in WebSocket worker
2026-01-06T22:07:06.172635493Z [err]  2026-01-06 22:07:06,165 - server - INFO - ⏱️ [WebSocket Worker] Scheduling silence timeout: 2000ms
2026-01-06T22:07:06.172640136Z [err]  2026-01-06 22:07:06,165 - server - INFO - ⏱️ [WebSocket Worker] Silence timeout task scheduled!
2026-01-06T22:07:06.172644629Z [err]  2026-01-06 22:07:06,165 - server - INFO - 📞 Call data loaded, starting SONIOX connection...
2026-01-06T22:07:06.172650305Z [err]  2026-01-06 22:07:06,167 - server - INFO - ✅ Initialized call_states for v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q with session reference
2026-01-06T22:07:06.177677250Z [err]  2026-01-06 22:07:06,174 - server - INFO - ⏱️ [WebSocket Worker] Silence timeout task started, waiting 2000ms...
2026-01-06T22:07:06.255428036Z [err]  2026-01-06 22:07:06,253 - server - INFO - 🔑 Using user's Soniox API key (first 10 chars): b999f22d7b...
2026-01-06T22:07:06.284408891Z [err]  2026-01-06 22:07:06,280 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q/actions/playback_start "HTTP/1.1 200 OK"
2026-01-06T22:07:06.284417657Z [err]  2026-01-06 22:07:06,281 - telnyx_service - INFO - ✅ Playing audio from URL, playback_id: TRyrDLCAEQ (loop=True, overlay=True)
2026-01-06T22:07:06.284424141Z [err]  2026-01-06 22:07:06,281 - server - WARNING - ⚠️ Failed to start comfort noise: 'v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q'
2026-01-06T22:07:06.284430742Z [err]  2026-01-06 22:07:06,281 - telnyx_service - INFO - 🎙️ Starting recording: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:06.624524949Z [err]  2026-01-06 22:07:06,619 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q/actions/record_start "HTTP/1.1 200 OK"
2026-01-06T22:07:06.624528842Z [err]  2026-01-06 22:07:06,620 - server - INFO - 🎙️ Call recording started for v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:06.624534158Z [err]  2026-01-06 22:07:06,621 - server - INFO - 🔧 Creating call session for v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q...
2026-01-06T22:07:06.624538149Z [err]  2026-01-06 22:07:06,621 - server - INFO - 🔍 Agent ID: bbeda238-e8d9-4d8c-b93b-1b7694581adb, User ID: dcafa642-6136-4096-b77d-a4cb99a62651
2026-01-06T22:07:06.624541801Z [err]  2026-01-06 22:07:06,621 - server - INFO - 🔧 Calling create_call_session() - START
2026-01-06T22:07:06.624545703Z [err]  2026-01-06 22:07:06,621 - core_calling_service - INFO - 🔍 Checking KB for agent bbeda238-e8d9-4d8c-b93b-1b7694581adb...
2026-01-06T22:07:06.644901932Z [inf]  100.64.0.4:10132 - "GET /api/tts-audio/comfort_noise_continuous.mp3 HTTP/1.1" 200
2026-01-06T22:07:07.024415014Z [err]  2026-01-06 22:07:06,816 - server - INFO - ✅ Session object created: CallSession
2026-01-06T22:07:07.024428681Z [err]  2026-01-06 22:07:06,821 - redis_service - INFO - 📦 Stored call data in Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (TTL: 3600s)
2026-01-06T22:07:07.024438169Z [err]  2026-01-06 22:07:06,821 - server - INFO - ✅ Serializable call_data synced to Redis (agent_id, user_id)
2026-01-06T22:07:07.024446090Z [err]  2026-01-06 22:07:06,821 - server - INFO - ✅ Session stored in worker memory (not Redis)
2026-01-06T22:07:07.024453601Z [err]  2026-01-06 22:07:06,821 - redis_service - INFO - ✅ Marked session ready in Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.024461198Z [err]  2026-01-06 22:07:06,821 - server - INFO - 🤖 AI session created for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.024469160Z [err]  2026-01-06 22:07:06,821 - server - INFO - 📦 Custom variables injected: {'lead_id': None, 'qc_tracking_enabled': False, 'track_keywords': '', 'expected_commitment': 'not_specified', 'customer_name': 'Kendrick', 'to_number': '+17708336397', 'phone_number': '+17708336397', 'email': None, 'from_number': '+14048000152'}
2026-01-06T22:07:07.024477533Z [err]  2026-01-06 22:07:06,821 - server - INFO - ⏭️ Skipping persistent TTS creation in webhook - will create on-demand with telnyx_ws
2026-01-06T22:07:07.024485377Z [err]  2026-01-06 22:07:06,821 - server - INFO - 👤 Who speaks first: user, aiSpeaksAfterSilence: True, timeout: 2000ms
2026-01-06T22:07:07.024494015Z [err]  2026-01-06 22:07:06,821 - server - INFO - 👂 User speaks first - waiting for user input...
2026-01-06T22:07:07.024640672Z [err]  2026-01-06 22:07:06,708 - core_calling_service - INFO - 🔍 KB count query completed: 4 items
2026-01-06T22:07:07.024645683Z [err]  2026-01-06 22:07:06,708 - core_calling_service - INFO - 📚 Agent bbeda238-e8d9-4d8c-b93b-1b7694581adb has 4 KB items - Smart routing enabled (RAG on demand)
2026-01-06T22:07:07.024650394Z [err]  2026-01-06 22:07:06,722 - core_calling_service - INFO - 📋 Built cached system prompt: 5065 chars (global) + 1402 chars (technical)
2026-01-06T22:07:07.024655864Z [err]  2026-01-06 22:07:06,722 - core_calling_service - INFO - 📚 KB available - will use smart routing (simple chat: NO KB, factual: WITH KB)
2026-01-06T22:07:07.024660188Z [err]  2026-01-06 22:07:06,722 - core_calling_service - INFO - 🔥 Pre-warming LLM client (grok)...
2026-01-06T22:07:07.024664465Z [err]  2026-01-06 22:07:06,767 - soniox_service - INFO - ✅ Connected to Soniox Real-Time STT
2026-01-06T22:07:07.024668720Z [err]  2026-01-06 22:07:06,768 - soniox_service - INFO - ⚙️  Config: model=stt-rt-v3, format=mulaw, rate=8000Hz, channels=1
2026-01-06T22:07:07.024673847Z [err]  2026-01-06 22:07:06,768 - soniox_service - INFO - ⚙️  Endpoint detection: True, Speaker diarization: False
2026-01-06T22:07:07.024679551Z [err]  2026-01-06 22:07:06,795 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2026-01-06T22:07:07.024684289Z [err]  2026-01-06 22:07:06,796 - dead_air_monitor - INFO - 🔇 Dead air monitoring started for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.024690368Z [err]  2026-01-06 22:07:06,797 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:07.024695913Z [err]  2026-01-06 22:07:06,797 - server - INFO - ✅ Started forwarding audio (8kHz mulaw → Soniox, NO BUFFERING)
2026-01-06T22:07:07.024702582Z [err]  2026-01-06 22:07:06,809 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:07:07.024722813Z [err]  2026-01-06 22:07:06,816 - core_calling_service - INFO - ✅ LLM client pre-warmed in 93ms
2026-01-06T22:07:07.024727641Z [err]  2026-01-06 22:07:06,816 - server - INFO - 🔧 Calling create_call_session() - COMPLETE
2026-01-06T22:07:07.025864364Z [err]  2026-01-06 22:07:06,821 - server - INFO - 🛡️ Voicemail timeout protection started (15000ms)
2026-01-06T22:07:07.025870891Z [err]  2026-01-06 22:07:06,821 - server - INFO - ⏱️ AI will speak after 2000ms of silence (scheduled in WebSocket worker)
2026-01-06T22:07:07.025877616Z [err]  2026-01-06 22:07:06,821 - server - INFO - 🎤 Voice flow - streaming started via dial command
2026-01-06T22:07:07.025884026Z [err]  2026-01-06 22:07:06,825 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.025891030Z [err]  2026-01-06 22:07:06,826 - server - INFO - 🤐 No greeting - waiting for user to speak first
2026-01-06T22:07:07.025896735Z [err]  2026-01-06 22:07:06,826 - server - INFO - 🎤 Voice flow - WebSocket streaming already initiated
2026-01-06T22:07:07.025902795Z [inf]  100.64.0.4:55494 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-06T22:07:07.299881634Z [err]  2026-01-06 22:07:07,297 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:07.413461730Z [err]  2026-01-06 22:07:07,412 - server - INFO - 🔤 RAW TOKENS: ["Hell"?]
2026-01-06T22:07:07.417773002Z [err]  2026-01-06 22:07:07,415 - core_calling_service - INFO - 🔊 Silence timer reset for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (user started speaking)
2026-01-06T22:07:07.417779589Z [err]  2026-01-06 22:07:07,415 - core_calling_service - INFO - 👤 User started speaking for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.417784140Z [err]  2026-01-06 22:07:07,415 - server - WARNING - Failed to update user_has_spoken in Redis: cannot access local variable 'redis_svc' where it is not associated with a value
2026-01-06T22:07:07.417788312Z [err]  2026-01-06 22:07:07,415 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Hell' | Generating: False
2026-01-06T22:07:07.481459340Z [err]  2026-01-06 22:07:07,474 - server - INFO - ⏱️ [22:07:07.474] 🎤 USER STOPPED SPEAKING - Beginning processing pipeline
2026-01-06T22:07:07.481464362Z [err]  2026-01-06 22:07:07,473 - server - INFO - 🔤 RAW TOKENS: ["Hell"✓, "o."✓, "<end>"✓]
2026-01-06T22:07:07.481470482Z [err]  2026-01-06 22:07:07,473 - server - INFO - 🎯 Endpoint detected: <end> token received
2026-01-06T22:07:07.481473999Z [err]  2026-01-06 22:07:07,474 - server - INFO - ⏱️ User spoke at 1767737227.4745975
2026-01-06T22:07:07.481476697Z [err]  2026-01-06 22:07:07,473 - server - INFO - 📥 FINAL TOKENS: 'Hell o.' (2 tokens)
2026-01-06T22:07:07.481482078Z [err]  2026-01-06 22:07:07,475 - redis_service - INFO - 📦 Stored call data in Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (TTL: 3600s)
2026-01-06T22:07:07.481483321Z [err]  2026-01-06 22:07:07,473 - server - INFO - 🎤 Soniox final transcript: 'Hell o.'
2026-01-06T22:07:07.481490433Z [err]  2026-01-06 22:07:07,474 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:07.481495080Z [err]  2026-01-06 22:07:07,474 - server - INFO - 🔍 FILTER CHECK: words=2, is_filler=False, is_garbled=False, tts_speaking=False, time_until_done=0.0s, generating=False, playbacks=0, is_active=False
2026-01-06T22:07:07.481499339Z [err]  2026-01-06 22:07:07,474 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:07.481503713Z [err]  2026-01-06 22:07:07,474 - server - INFO - 🚀 Spawned tracked background task for endpoint processing
2026-01-06T22:07:07.481508119Z [err]  2026-01-06 22:07:07,474 - server - INFO - ⏱️ [22:07:07.474] 📝 FINAL TRANSCRIPT RECEIVED: 'Hell o.'
2026-01-06T22:07:07.481512860Z [err]  2026-01-06 22:07:07,474 - server - INFO - ⏱️ [22:07:07.474] STT endpoint detection latency: 17ms
2026-01-06T22:07:07.483248010Z [err]  2026-01-06 22:07:07,475 - server - INFO - 👤 User has spoken - aiSpeaksAfterSilence timer cancelled if pending
2026-01-06T22:07:07.483261398Z [err]  2026-01-06 22:07:07,475 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:07.483294248Z [err]  2026-01-06 22:07:07,475 - server - INFO - ✅ Agent SILENT - User said 2 word(s): 'Hell o.' - Processing...
2026-01-06T22:07:07.488138405Z [err]  2026-01-06 22:07:07,485 - server - INFO - 🎤 Endpoint detected by Soniox - processing transcript: Hell o.
2026-01-06T22:07:07.488146366Z [err]  2026-01-06 22:07:07,485 - core_calling_service - INFO - 👤 User stopped speaking for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.488152555Z [err]  2026-01-06 22:07:07,485 - server - INFO - ⏱️ [TIMING] STT_START: User last audio packet received
2026-01-06T22:07:07.488158001Z [err]  2026-01-06 22:07:07,485 - server - INFO - ⏱️ [TIMING] STT_END: Endpoint detected at T+8ms
2026-01-06T22:07:07.488163188Z [err]  2026-01-06 22:07:07,485 - server - INFO - ⏱️ [TIMING] STT_LATENCY: 8ms (Soniox model: stt-rt-v3)
2026-01-06T22:07:07.488175023Z [err]  2026-01-06 22:07:07,485 - server - INFO - ⏱️  USER STOPPED SPEAKING at T=0ms
2026-01-06T22:07:07.488181603Z [err]  2026-01-06 22:07:07,486 - server - INFO - 🎙️ Agent generating response - interruption detection active
2026-01-06T22:07:07.488186709Z [err]  2026-01-06 22:07:07,486 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.579366024Z [err]  2026-01-06 22:07:07,578 - server - INFO - 📝 Saved user transcript to database
2026-01-06T22:07:07.579374656Z [err]  2026-01-06 22:07:07,578 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:07.579378702Z [err]  2026-01-06 22:07:07,578 - core_calling_service - INFO - ⏱️ [22:07:07.578] 📥 process_user_input() ENTRY - text: 'Hell o....'
2026-01-06T22:07:07.581468199Z [err]  2026-01-06 22:07:07,579 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:07.581475242Z [err]  2026-01-06 22:07:07,579 - core_calling_service - WARNING - 🚨 BARGE-IN DETECTED for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q: User spoke while Silence Greeting was triggering
2026-01-06T22:07:07.604260675Z [err]  2026-01-06 22:07:07,598 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2026-01-06T22:07:07.604266793Z [err]  2026-01-06 22:07:07,598 - telnyx_service - INFO - 🛑 Stopping audio playback on call: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:08.087903194Z [err]  2026-01-06 22:07:07,799 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:08.087910621Z [err]  2026-01-06 22:07:07,799 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:0mpAKWEEq4RmnEiwF... (active sessions: [])
2026-01-06T22:07:08.087918412Z [err]  2026-01-06 22:07:07,931 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q/actions/playback_stop "HTTP/1.1 200 OK"
2026-01-06T22:07:08.087925758Z [err]  2026-01-06 22:07:07,932 - telnyx_service - INFO - ✅ Successfully stopped audio playback
2026-01-06T22:07:08.087934167Z [err]  2026-01-06 22:07:07,933 - core_calling_service - INFO - ✅ BARGE-IN: Audio playback STOPPED
2026-01-06T22:07:08.087941619Z [err]  2026-01-06 22:07:07,933 - core_calling_service - INFO - ✅ BARGE-IN: Preserving silence greeting in history to maintain context
2026-01-06T22:07:08.087950255Z [err]  2026-01-06 22:07:07,933 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
